-2434.47212587793 -2326.729069954686 NaN
-2434.47212587793 -2287.766120185037 NaN
-2434.47212587793 -2248.803170415388 NaN
-2434.47212587793 -2209.8402206457395 NaN
-2434.47212587793 -2170.8772708760903 NaN
-2434.47212587793 -2131.9143211064415 NaN
-2434.47212587793 -2092.951371336793 NaN
-2434.47212587793 -2053.9884215671436 NaN
-2434.47212587793 -2015.0254717974947 NaN
-2434.47212587793 -1976.0625220278457 NaN
-2434.47212587793 -1937.099572258197 NaN
-2434.47212587793 -1898.136622488548 NaN
-2434.47212587793 -1859.173672718899 NaN
-2434.47212587793 -1820.2107229492503 NaN
-2434.47212587793 -1781.2477731796014 NaN
-2434.47212587793 -1742.2848234099524 NaN
-2434.47212587793 -1703.3218736403037 NaN
-2434.47212587793 -1664.3589238706547 NaN
-2434.47212587793 -1625.3959741010058 NaN
-2434.47212587793 -1586.433024331357 NaN
-2434.47212587793 -1547.470074561708 NaN
-2434.47212587793 -1508.5071247920591 NaN
-2434.47212587793 -1469.5441750224104 NaN
-2434.47212587793 -1430.5812252527614 NaN
-2434.47212587793 -1391.6182754831125 NaN
-2434.47212587793 -1352.6553257134635 NaN
-2434.47212587793 -1313.6923759438148 NaN
-2434.47212587793 -1274.7294261741658 NaN
-2434.47212587793 -1235.7664764045169 NaN
-2434.47212587793 -1196.8035266348681 NaN
-2434.47212587793 -1157.8405768652192 NaN
-2434.47212587793 -1118.8776270955702 NaN
-2434.47212587793 -1079.9146773259217 NaN
-2434.47212587793 -1040.9517275562728 NaN
-2434.47212587793 -1001.9887777866238 NaN
-2434.47212587793 -963.0258280169749 NaN
-2434.47212587793 -924.062878247326 NaN
-2434.47212587793 -885.099928477677 NaN
-2434.47212587793 -846.1369787080282 NaN
-2434.47212587793 -807.1740289383794 NaN
-2434.47212587793 -768.2110791687304 NaN
-2434.47212587793 -729.2481293990816 NaN
-2434.47212587793 -690.2851796294327 NaN
-2434.47212587793 -651.3222298597838 NaN
-2434.47212587793 -612.3592800901349 NaN
-2434.47212587793 -573.396330320486 NaN
-2434.47212587793 -534.4333805508371 NaN
-2434.47212587793 -495.47043078118827 NaN
-2434.47212587793 -456.5074810115394 NaN
-2434.47212587793 -417.5445312418905 NaN
-2434.47212587793 -378.5815814722416 NaN
-2434.47212587793 -339.6186317025927 NaN
-2434.47212587793 -300.6556819329439 NaN
-2434.47212587793 -261.692732163295 NaN
-2434.47212587793 -222.72978239364608 NaN
-2434.47212587793 -183.7668326239972 NaN
-2434.47212587793 -144.8038828543483 NaN
-2434.47212587793 -105.84093308469944 NaN
-2434.47212587793 -66.87798331505054 NaN
-2434.47212587793 -27.91503354540167 NaN
-2434.47212587793 11.047916224247215 NaN
-2434.47212587793 50.0108659938961 NaN
-2434.47212587793 88.97381576354499 NaN
-2434.47212587793 127.93676553319386 NaN
-2434.47212587793 166.89971530284276 NaN
-2434.47212587793 205.86266507249164 NaN
-2434.47212587793 244.82561484214054 NaN
-2434.47212587793 283.7885646117894 NaN
-2434.47212587793 322.75151438143826 NaN
-2434.47212587793 361.71446415108716 NaN
-2434.47212587793 400.67741392073606 NaN
-2434.47212587793 439.64036369038496 NaN
-2434.47212587793 478.6033134600338 NaN
-2434.47212587793 517.5662632296827 NaN
-2434.47212587793 556.5292129993315 NaN
-2434.47212587793 595.4921627689805 NaN
-2434.47212587793 634.4551125386294 NaN
-2434.47212587793 673.4180623082783 NaN
-2434.47212587793 712.3810120779272 NaN
-2434.47212587793 751.343961847576 NaN
-2434.47212587793 790.306911617225 NaN
-2434.47212587793 829.2698613868738 NaN
-2434.47212587793 868.2328111565226 NaN
-2434.47212587793 907.1957609261716 NaN
-2434.47212587793 946.1587106958204 NaN
-2434.47212587793 985.1216604654694 NaN
-2434.47212587793 1024.0846102351181 NaN
-2434.47212587793 1063.047560004767 NaN
-2434.47212587793 1102.010509774416 NaN
-2434.47212587793 1140.973459544065 NaN
-2434.47212587793 1179.9364093137137 NaN
-2434.47212587793 1218.8993590833627 NaN
-2434.47212587793 1257.8623088530117 NaN
-2434.47212587793 1296.8252586226604 NaN
-2434.47212587793 1335.7882083923093 NaN
-2434.47212587793 1374.7511581619583 NaN
-2434.47212587793 1413.714107931607 NaN
-2434.47212587793 1452.677057701256 NaN
-2434.47212587793 1491.640007470905 NaN
-2434.47212587793 1530.6029572405537 NaN
-2434.47212587793 1569.5659070102026 NaN
-2434.47212587793 1608.5288567798516 NaN
-2434.47212587793 1647.4918065495003 NaN
-2434.47212587793 1686.4547563191493 NaN
-2434.47212587793 1725.4177060887982 NaN
-2434.47212587793 1764.3806558584472 NaN
-2434.47212587793 1803.343605628096 NaN
-2434.47212587793 1842.306555397745 NaN
-2434.47212587793 1881.2695051673938 NaN
-2434.47212587793 1920.2324549370426 NaN
-2434.47212587793 1959.1954047066915 NaN
-2434.47212587793 1998.1583544763405 NaN
-2434.47212587793 2037.1213042459892 NaN
-2434.47212587793 2076.084254015638 NaN
-2434.47212587793 2115.047203785287 NaN
-2434.47212587793 2154.010153554936 NaN
-2434.47212587793 2192.973103324585 NaN
-2434.47212587793 2231.9360530942336 NaN
-2434.47212587793 2270.8990028638827 NaN
-2434.47212587793 2309.8619526335315 NaN
-2434.47212587793 2348.82490240318 NaN
-2434.47212587793 2387.7878521728294 NaN
-2434.47212587793 2426.750801942478 NaN
-2434.47212587793 2465.713751712127 NaN
-2434.47212587793 2504.676701481776 NaN
-2434.47212587793 2543.6396512514248 NaN
-2434.47212587793 2582.6026010210735 NaN

-2395.2842890170205 -2326.729069954686 NaN
-2395.2842890170205 -2287.766120185037 NaN
-2395.2842890170205 -2248.803170415388 NaN
-2395.2842890170205 -2209.8402206457395 NaN
-2395.2842890170205 -2170.8772708760903 NaN
-2395.2842890170205 -2131.9143211064415 NaN
-2395.2842890170205 -2092.951371336793 NaN
-2395.2842890170205 -2053.9884215671436 -352.3804055421584
-2395.2842890170205 -2015.0254717974947 -353.89166699758476
-2395.2842890170205 -1976.0625220278457 -355.3908244820623
-2395.2842890170205 -1937.099572258197 -356.8766729770368
-2395.2842890170205 -1898.136622488548 NaN
-2395.2842890170205 -1859.173672718899 NaN
-2395.2842890170205 -1820.2107229492503 NaN
-2395.2842890170205 -1781.2477731796014 -362.6689471890697
-2395.2842890170205 -1742.2848234099524 NaN
-2395.2842890170205 -1703.3218736403037 NaN
-2395.2842890170205 -1664.3589238706547 NaN
-2395.2842890170205 -1625.3959741010058 NaN
-2395.2842890170205 -1586.433024331357 NaN
-2395.2842890170205 -1547.470074561708 NaN
-2395.2842890170205 -1508.5071247920591 NaN
-2395.2842890170205 -1469.5441750224104 NaN
-2395.2842890170205 -1430.5812252527614 NaN
-2395.2842890170205 -1391.6182754831125 NaN
-2395.2842890170205 -1352.6553257134635 NaN
-2395.2842890170205 -1313.6923759438148 NaN
-2395.2842890170205 -1274.7294261741658 NaN
-2395.2842890170205 -1235.7664764045169 NaN
-2395.2842890170205 -1196.8035266348681 NaN
-2395.2842890170205 -1157.8405768652192 NaN
-2395.2842890170205 -1118.8776270955702 NaN
-2395.2842890170205 -1079.9146773259217 NaN
-2395.2842890170205 -1040.9517275562728 NaN
-2395.2842890170205 -1001.9887777866238 NaN
-2395.2842890170205 -963.0258280169749 NaN
-2395.2842890170205 -924.062878247326 NaN
-2395.2842890170205 -885.099928477677 NaN
-2395.2842890170205 -846.1369787080282 NaN
-2395.2842890170205 -807.1740289383794 NaN
-2395.2842890170205 -768.2110791687304 NaN
-2395.2842890170205 -729.2481293990816 NaN
-2395.2842890170205 -690.2851796294327 NaN
